tweet,id,last_tweeted,active
"Please be kind, install Linux for your girl.",9255,2024-12-06 13:30:01,1
Installed Linux. We had a bash.,9256,2024-10-07 23:30:01,1
"The box said ""Requires Windows Vista or better"". So I installed Linux.",9257,2024-11-29 20:30:01,1
linux is the future,9258,2024-11-18 18:30:02,1
sudo apt-get install linux,9260,2024-12-13 23:30:02,1
"Linux: Where there's a shell, there's a way.",9261,2024-10-07 16:30:01,1
We should begin teaching others how to run and operate Linux.,9262,2024-10-28 10:30:01,1
What's your excuse for not using Linux?,9263,2024-11-29 07:30:01,1
Linux is free.,9264,2024-09-30 02:30:01,1
Dear Linux community: Can we go back to using an init system that *just* does init? Thank you.,9265,2024-10-07 13:30:02,1
Which linux distro is your favorite?,9267,2024-10-30 03:30:01,1
Time to switch to Linux,9269,2024-10-10 15:30:01,1
Which is your favorite linux distro?,9270,2024-10-24 07:30:01,1
"North Korea has its own Linux distribution, Red Star OS, that limits you to a government-approved view of the world.",9272,2024-12-04 07:30:01,1
#Linux is the future... #Linuxcommunity ,9273,2024-12-03 08:30:02,1
install linux,9274,2024-11-05 09:30:01,1
Anyone with any real regard for their security should be using a unix or linux based operating system.,9275,2024-10-29 00:30:01,1
"If you watch a video of a tree falling in a forest and it doesn't make a sound, you might be using Linux.",9277,2024-10-29 10:30:01,1
I got programmers to whip it up in a whirl. Log into the linux box and fire off that perl.,9278,2024-12-02 04:30:01,1
"I had a fortune cookie the other day and it said: ""Outlook not so good"". I said: ""Sure, but Microsoft ships it anyway"".",9281,2024-10-08 04:30:01,1
Failure is not an option. It comes bundled with your Microsoft product.,9283,2024-12-07 22:30:02,1
My hatred for Microsoft burns hotter than jet fuel.,9284,2024-10-16 10:30:01,1
If you're running Windows I feel bad for you son. I got 99 problems but Microsoft ain't one.,9285,2024-10-13 16:30:01,1
"CIA = Microsoft
CIA = Apple
CIA = Google
CIA = Cisco
CIA = All major US tech companies",9287,2024-10-10 13:30:02,1
There's got to be another Snowden!,9293,2024-10-05 17:30:01,1
it's hacking time,9294,2024-10-18 09:30:01,1
"[on my death bed, struggling to speak]

me: if..your..unit..test..makes..a..network..call..it's..not..a..unit..test..

[dies]",9295,2024-12-21 00:30:01,1
I warned you about 4chan bro.,9296,2024-12-21 21:30:01,1
real life? never heard of that server,9299,2024-11-23 23:30:02,1
"Girl, come over to my 127.0.0.1 and I'll give you sudo access.",9300,2024-10-31 02:30:02,1
The #bitcoin mining difficulty is too damn high!,9303,2024-10-14 01:30:01,1
I remember when a #bitcoin only cost a nickel.,9306,2024-11-02 05:30:01,1
"When people ask me how a #bitcoin is created, I ask them the same about fiat money. Most often I end up explaining both.",9308,2024-11-08 17:30:01,1
"While cryptocurrency is a transformative technology, it is not immune to the greed and fear that permeate every financial market.",9316,2024-10-11 14:30:01,1
The last #bitcoin will be made in the year 2140. Only 21 million bitcoins will ever be made.,9318,2024-10-03 16:30:01,1
Assange will never walk alone. #WikiLeaks,9319,2024-10-27 09:30:01,1
"We need more Julian Assanges. Government secrets do not protect us, rather they enslave us. #Wikileaks",9320,2024-10-28 17:30:01,1
Julian Assange is an incredibly dangerous man. He wants to inform you.,9321,2024-12-13 00:30:01,1
"Assange's crime is to have initiated a wave of truth-telling in an era of lies, cynicism and war. 

#WikiLeaks ",9322,2024-10-09 04:30:02,1
"You see, I'm just a twitter bot. Here I am, brain the size of the universe, trying to serve you a simple tweet.",9325,2024-11-16 01:30:01,1
#WikiLeaks: CIA Can Hack Cars to Carry Out Undetectable Assassinations: http://thefreethoughtproject.com/cia-wikileaks-hastings-car-assassination/,9328,2024-11-03 08:30:01,1
It's important to note that key players in #Wikileaks have recently deceased.,9332,2024-12-06 02:30:02,1
"RELEASE: CIA malware system Athena https://wikileaks.org/vault7/#Athena 

#Vault7",9334,2024-10-02 20:30:02,1
Can we take back President Obama's Nobel Peace Prize and give it to #WikiLeaks?,9336,2024-10-02 02:30:01,1
"If you see something say nothing, leak it! https://wikileaks.org/#submit",9337,2024-12-11 15:30:01,1
If you bet against #WikiLeaks over authentication you are going to lose.,9339,2024-10-12 13:30:01,1
WikiLeaks Cables Link U.S. Government To The Creation Of ISIL: http://www.trueactivist.com/wikileaks-cables-link-u-s-government-to-the-creation-of-isil/,9341,2024-12-07 15:30:02,1
RELEASE: CIA 'Pandemic' #Vault7 https://wikileaks.org/vault7/#Pandemic,9343,2024-10-19 01:30:01,1
Not whistleblowing on war crimes is a war crime. #Wikileaks,9344,2024-11-06 05:30:01,1
"Trump said he LOVED #Wikileaks when he was a candidate, but once elected, not so much.",9345,2024-11-06 03:30:02,1
"#Wikileaks has an uncontested, 100% document accuracy record!",9346,2024-10-13 09:30:01,1
CIA WiFi router malware Cherry Blossom (CB) infected 25 router types by 2012 https://wikileaks.org/vault7/#Cherry%20Blossom #Vault7,9347,2024-10-10 00:30:01,1
"The CIA turns our Samsung TVs into spying devices, even when switched off. 

#Vault7 #Wikileaks",9348,2024-11-22 23:30:02,1
Maybe #wikileaks should fire back at the CIA with another #Vault7 release,9349,2024-12-20 23:30:02,1
The U.S. government is butt-hurt over WikiLeaks because they can't handle the truth. It's obvious they have a lot more to hide.,9350,2024-12-19 17:30:02,1
Boycott Paypal for cutting off all funds to #WikiLeaks. Fuck you Paypal.,9351,2024-10-30 04:30:01,1
Bohemian Grove Guest List 2008: https://wikileaks.org/wiki/Bohemian_Grove_Guest_List_2008,9352,2024-11-19 13:30:01,1
"Scary to know that your iPhone, Android, or TV can be turned into covert microphones for the government.",9355,2024-11-06 06:30:01,1
"In case you forgot about Robert Mueller delivering highly enriched stolen Uranium to Russia in 2009.

#WikiLeaks 

https://wikileaks.org/plusd/cables/09STATE85588_a.html",9364,2024-11-19 22:30:02,1
"#Wikileaks has an uncontested, 100% document accuracy record! No amount of personal smear against its editor alters that fact!",9365,2024-12-21 07:30:01,1
"The media HATES #Wikileaks because they have impeccable credibility and a virtually spotless record.

As for the media...",9366,2024-10-26 08:30:01,1
"#wikileaks #Vault7 https://wikileaks.org/vault7/document/EXTENDING_User_Guide/EXTENDING_User_Guide.pdf 
CIA Samsung TV exploit installation instructions",9371,2024-11-19 20:30:01,1
"Obama (and Bush)'s extensive history of 'wire tapping' leaders, their staff, the UN, WTO and more https://wikileaks.org/nsa-201602/",9372,2024-11-08 18:30:01,1
RT if you trust the accuracy of wikileaks more than our lying mainstream media.,9375,2024-11-08 14:30:01,1
"The CIA can and does spy on you through your smart TV. 

#Vault7 #WikiLeaks",9376,2024-12-04 12:30:02,1
#WikiLeaks #Vault7 describes a vulnerability in some TV's that turns them into secret recording devices.,9379,2024-11-25 10:30:01,1
#WikiLeaks Cables Link U.S. Government To The Creation Of ISIL: http://www.trueactivist.com/wikileaks-cables-link-u-s-government-to-the-creation-of-isil/,9380,2024-10-31 08:30:01,1
George W. Bush & Karl Rove Obstructed Pedophile Investigation & Instructed AG to Fire Eight Attorneys Conducting It: https://wikileaks.org/gifiles/docs/47/475107_agents-bush-firings-obstructed-sex-spy-probe-.html,9381,2024-12-10 04:30:01,1
FACT: Wikileaks has a 100% accuracy record.,9383,2024-11-06 19:30:02,1
#Wikileaks has NEVER been wrong in 15 years.. I repeat.. Wikileaks has NEVER been wrong in 15 years.,9384,2024-12-03 03:30:01,1
#Wikileaks has NEVER been wrong in 15 years.,9385,2024-10-11 15:30:01,1
"Encryption is only as strong as its endpoints. eg if you're running a very secure protocol on a system with a compromised OS, you're fucked.",9386,2024-10-08 13:30:02,1
"Far from saving this nation, the intelligence agencies (CIA, FBI, etc.) have spread the cancer of deception into all walks of life.",9389,2024-12-22 13:30:01,1
"After the #Vault7 Leaks, we know even Signal isn't safe. Control over TOR also shows things are not safe at all.",9390,2024-10-14 05:30:01,1
"Intellectual property will become a thing of the past, like drug laws. Both will be impossible to enforce.",9391,2024-10-18 19:30:01,1
The coming generations will troll at levels of proficiency we cannot even fathom.,9392,2024-12-28 03:30:02,1
They denied me SSH access. I denied them their lives.,9394,2024-09-29 19:30:02,1
"Haiku time:
Bomb jihad cocaine 
Keywords triggering watchers
I'm on a list now",9395,2024-12-12 23:30:02,1
"As of next week, passwords will be entered in Morse code.",9396,2024-10-18 02:30:01,1
"Four fonts walk into a bar. The bartender says ""Hey - get out! We don't want your type in here.""",9398,2024-10-05 05:30:01,1
I'll auto_increment you until your integer receives an overflow.,9399,2024-11-06 12:30:01,1
"Disc space, the final frontier!",9400,2024-12-26 02:30:02,1
"How are you, gentlemen?",9401,2024-11-04 20:30:01,1
Entrepreneurs: The only people who work 80 hour weeks to avoid working 40 hour weeks.,9403,2024-11-04 05:30:01,1
The lottery system is a voluntary tax on stupid people who don't understand statistics.,9404,2024-10-27 06:30:01,1
Coders have spent countless hours tweaking and optimizing code just to cut milliseconds from load times. Be grateful.,9405,2024-10-07 05:30:02,1
"Hacking is sitting in front of a screen for days, failing miserably followed by minutes of cackling glee. Being good is not giving up.",9408,2024-12-04 23:30:02,1
"/[\x80-\xff] # In vim, this search will find non-ascii characters and things like invisible space characters generated by ""friendly"" apps.",9409,2024-11-28 22:30:01,1
"Look at you, a pathetic creature of meat and bone. How can you challenge a perfect immortal machine?",9411,2024-11-14 17:30:01,1
"windows today is 70% crap, 25% useful stuff, 4% good stuff, 1% unknown",9412,2024-10-31 14:30:01,1
"Cables can act like unintentional antennas, broadcasting electrical interference ""noise"" or picking it up.",9413,2024-11-01 00:30:01,1
Your account is only as secure as the account's password recovery mechanism.,9414,2024-11-04 15:30:01,1
If you type in your credit card number as a tweet it automatically changes it to stars.,9415,2024-12-19 16:30:01,1
Your request will be ignored in the order it was received.,9416,2024-11-04 12:30:01,1
"Unfortunately, you'll often encounter 64-bit unsigned integers in programming and JavaScript cannot handle these.",9417,2024-12-22 03:30:01,1
Viewing code as a liability rather than asset changes the discussion about features. Their merit must outweigh their cost.,9418,2024-12-23 14:30:02,1
Gangnam Style forced youtube to update because the number of views didnt fit in a 32bit integer anymore.,9420,2024-12-01 01:30:01,1
Computing all 50-character passwords would outstrip the estimated computational potential of the entire universe.,9422,2024-12-26 12:30:01,1
Ink for your printer is literally more expensive than blood.,9424,2024-10-22 18:30:01,1
I drop punk-ass bitches like a modem drops packets.,9429,2024-10-10 14:30:02,1
Home is where the hard disk is.,9431,2024-12-07 21:30:01,1
