tweet,id,last_tweeted,active
Rendlesham Forest UFO - Britain's Roswell: https://www.youtube.com/watch?v=cn6a2EWPaw0,425,2024-11-24 10:00:01,1
Rendlesham Forest UFO Incident: https://www.youtube.com/watch?v=EI9ATxRjiMk,426,2024-11-19 23:00:01,1
"UFOs are regularly flying near Kirtland, NM and the nearby Manzano Nuclear Weapons Storage Facility.",427,2024-11-19 19:30:01,1
UFO Case Review - Cash-Landrum Incident: https://www.youtube.com/watch?v=xILjwQaixjk,428,2024-11-16 10:00:02,1
"Everytime we see a UFO entering the Earth's atmosphere, NASA cuts the live feed from the International Space Station.",429,2024-12-16 23:30:01,1
1989 Belgium UFO Wave: https://www.youtube.com/watch?v=fREWhSsHooQ,433,2024-11-20 00:30:01,1
Mount Shasta in California is one of North America's UFO hot spots.,434,2024-10-16 14:00:01,1
Dr. Michio Kaku: UFOs Are Real: https://www.youtube.com/watch?v=2pw13F7ahjY,435,2024-12-08 07:30:02,1
"Soldiers Have Been Confronted By UFOs During War, Says Ex-Air Force Intelligence Officer: http://www.inquisitr.com/2209983/soldiers-have-been-confronted-by-ufos-during-war-says-ex-air-force-intelligence-officer/",438,2024-12-10 08:00:01,1
The mysterious Men in Black (MIB) are an alleged secret intelligence agency known to visit and harass UFO witnesses and investigators.,439,2024-11-15 09:00:02,1
Vietnam UFO Incident Uncovered: http://www.nicap.org/reports/660619nhatrang_report.htm,444,2024-07-22 13:00:01,1
Operation Highjump and The UFO Connection: http://www.bibliotecapleyades.net/antarctica/antartica11.htm,446,2024-11-26 18:30:02,1
"According to the NARCAP there has been over 3,500 documented sightings of UFOs by military, commercial and civilian pilots.",449,2024-12-13 01:30:01,1
"Perhaps the most wild claims circulating about the Vril Society, and its offshoot the Thule Society, are of a secret Nazi UFO program.",452,2024-11-24 19:30:01,1
UFO Case Review - Belgian UFO Wave: https://www.youtube.com/watch?v=taGuuHv5Bsc,455,2024-12-26 16:00:01,1
UFO The Bob Lazar Interview (Full Documentary): http://www.youtube.com/watch?v=igUMDICqTpQ,460,2024-12-03 09:00:02,1
1976 Tehran UFO incident: https://www.youtube.com/watch?v=hWyZpCB7_qo,461,2024-12-02 09:30:02,1
UFO Hacker Gary McKinnon Interview: https://www.youtube.com/watch?v=XacevWeOkHg,462,2024-12-01 20:00:01,1
"""Enemy Helicopter"" used in communications during the Vietnam War referred to UFOs. Vietnam had no helicopters at the time.",465,2024-12-26 03:00:02,1
"UFO Case Review - Belgian UFO Wave, 1989 - 1991: https://www.youtube.com/watch?v=taGuuHv5Bsc",467,2024-11-19 10:30:01,1
#WikiLeaks reveals failed plan to make the U.N. investigate UFOs: http://www.dailydot.com/layer8/united-nations-ufo-committee/,469,2024-11-18 03:00:02,1
Millions of CIA documents reveal UFO investigations and more: http://nypost.com/2017/01/18/millions-of-cia-documents-reveal-ufo-investigations-and-more/,470,2024-12-28 04:30:01,1
COVER UP AT The Vandenberg UFO Shot Down A Missile THERE: https://www.youtube.com/watch?v=i1LF6u7jgi0,471,2024-11-20 15:30:02,1
NASA formed in 1958 and from the very start a number of its astronauts and pilots testified to sighting UFOs or craft of undetermined origin.,472,2024-11-10 05:30:02,1
UFO Hacker Gary McKinnon talks about NASA Hack: https://www.youtube.com/watch?v=rE14vUWHt3U,473,2024-11-01 18:00:02,1
"""Enemy Helicopter Activity"" used in communications during the Vietnam War referred to UFOs. Vietnam had no helicopters at the time.",474,2024-10-31 08:00:01,1
New Roswell UFO crash witness comes forward: http://www.mirror.co.uk/news/weird-news/new-witness-to-roswell-ufo-10545902,477,2024-12-06 03:30:01,1
Nothing alien-related happens (or is contained) at the above-ground Area 51 installation. All alien-related subject matter happens inside S4.,481,2024-11-16 23:00:01,1
Actor Jackie Gleason has claimed that President (at the time) Nixon took him to Homestead Air Force Base and showed him an alien body.,482,2024-11-23 01:30:01,1
Alex Jones describes the aliens communicating with the Elites: https://www.youtube.com/watch?v=E4LtdUC14hY,484,2024-11-18 17:00:02,1
ALIENS ANSWERED THE ARECIBO MESSAGE MAKING CROP CIRCLES: https://www.youtube.com/watch?v=2Q0NjXqAy8M,485,2024-11-22 23:30:02,1
5 Strongest Signs Of Aliens & Alien Life: https://www.youtube.com/watch?v=cN6E1j14ZUU,486,2024-12-03 10:00:01,1
Apollo 14 astronaut claims peace-loving aliens prevented nuclear war on Earth: http://www.foxnews.com/science/2015/08/14/apollo-14-astronaut-claims-peace-loving-aliens-prevented-nuclear-war-on-earth.html,487,2024-12-10 17:30:01,1
ALIENS ANSWERED THE ARECIBO MESSAGE: https://www.youtube.com/watch?v=2Q0NjXqAy8M,489,2024-11-01 15:00:02,1
How Alien Spacecrafts Work - Bob Lazar: https://www.youtube.com/watch?v=bYUL8pGb_Yo,493,2024-10-25 14:00:01,1
"Faster computers will find aliens in 20 years, says SETI: http://www.telegraph.co.uk/technology/news/10694445/Faster-computers-will-find-aliens-in-20-years-says-SETI.html",496,2024-11-23 01:00:02,1
Apollo 14 astronaut claims aliens HAVE made contact - but it has been covered up for 60 years: http://www.dailymail.co.uk/sciencetech/article-1037471/Apollo-14-astronaut-claims-aliens-HAVE-contact--covered-60-years.html,497,2024-12-16 06:30:01,1
Apollo 14 Astronaut Claims Aliens Visited Earth: http://www.breitbart.com/big-government/2015/08/16/apollo-14-astronaut-claims-aliens-visited-earth/,498,2024-11-17 07:30:01,1
They are hiding the Secret Space Program dude.,501,2024-12-25 11:00:01,1
Jon Rappoport at the Secret Space Program Conference: https://www.youtube.com/watch?v=_noA7-qY26A,502,2024-11-23 13:00:01,1
Don't you see my spaceship? This is a Dodge.,504,2024-12-16 05:30:02,1
The Emergence of the Breakaway Civilization: https://www.youtube.com/watch?v=ijA7atHnm8M,506,2024-12-25 18:00:01,1
Olav Philips at the Secret Space Program Conference: https://www.youtube.com/watch?v=jLa2TFnkXNw,507,2024-11-17 02:30:01,1
Reverse Engineering: https://www.youtube.com/watch?v=PWEsVtZRhUA,509,2024-11-14 07:00:01,1
The Aurora is the most classified aerospace development program in existence. The TR-3B is the most exotic vehicle created by the program.,510,2024-11-21 08:30:01,1
UFO Encounters with the World Militaries: https://www.youtube.com/watch?v=buNCOlB-HeM,511,2024-12-23 12:30:01,1
Remote Viewing Aliens: https://www.youtube.com/watch?v=8LH_Q-pe0pU,512,2024-11-23 10:00:01,1
People may not be aware that the Nazis were actually setting up a secret space program from the uppermost northern areas of Earth.,513,2024-11-30 03:30:01,1
Death on Mars: https://www.youtube.com/watch?v=zd6xa5VivaE,516,2024-10-30 09:00:01,1
The Feasibility of Interstellar Travel: https://www.youtube.com/watch?v=FDjE9ME452c,518,2024-12-05 14:00:02,1
Who is Mining the Moon? https://www.youtube.com/watch?v=hkF9LLNW6lc,519,2024-12-25 18:30:01,1
Carol Rosin at the Secret Space Program Conference: https://www.youtube.com/watch?v=LdqE_0yWrdE,520,2024-12-11 22:00:02,1
10 Secret Space Mission Conspiracies http://listverse.com/2016/06/06/10-out-of-this-world-alleged-secret-space-mission-conspiracies,522,2024-12-09 17:00:01,1
Analysis of the Breakaway Civilization: https://www.youtube.com/watch?v=1svGIBKaE_0,523,2024-11-21 14:30:02,1
UFOs & Space Collateralization: https://www.youtube.com/watch?v=6m6ZVVlCK-0,525,2024-11-21 05:00:01,1
"NASA is notorious for having Freemasons, Nazis, and occultists in its ranks, especially during its founding.",527,2024-12-23 17:00:02,1
"Extraterrestrials, running over pedestrians. In a space ship while they screaming at me: ""LET'S JUST BE FRIENDS!""",532,2024-12-14 22:00:02,1
there's a lot more stuff going on in space than nasa lets on,533,2024-12-16 09:30:01,1
The TR-3B is a secret government spacecraft that has been flying in our skies since 1994. ,535,2024-12-12 06:30:01,1
The Secret TR-3B Government Spacecraft: http://beforeitsnews.com/alternative/2012/11/the-secret-tr-3b-government-spacecraft-capable-of-interstellar-travel-2491468.html,536,2024-12-24 10:30:01,1
The US Space program of today is a cover operation that exists for public relations purposes.,537,2024-12-23 21:00:02,1
Drake Equation Revision Hugely Ups Odds Intelligent Extraterrestrial Life Exists: https://www.inverse.com/article/14957-drake-equation-revision-hugely-ups-odds-intelligent-extraterrestrial-life-exists,539,2024-12-04 06:00:02,1
By definition God is an extraterrestrial being.,540,2024-11-21 11:00:02,1
More on Flying Triangles Edgar Fouche: http://www.bibliotecapleyades.net/ciencia/ciencia_extraterrestrialtech06.htm,541,2024-12-24 22:00:01,1
Extraterrestrial Technology and Edgar Fouche: http://www.bibliotecapleyades.net/ciencia/ciencia_extraterrestrialtech06.htm,542,2024-12-12 08:00:01,1
Secret Government Technology and The TR-3B: http://www.bibliotecapleyades.net/ciencia/ciencia_extraterrestrialtech07.htm,543,2024-12-16 10:00:02,1
The Whistleblower Who Exposes Government Extraterrestrial Connections: http://www.wakingtimes.com/2017/03/19/whistleblower-exposes-government-extraterrestrial-connections/,544,2024-12-17 11:00:01,1
"The ""Powers That Be"" know about, and work along-side, many extraterrestrial races.",545,2024-12-27 06:00:02,1
Edgar Fouche and Reverse Engineered Aviation Programs: http://www.bibliotecapleyades.net/ciencia/ciencia_extraterrestrialtech06.htm,546,2024-12-04 05:30:01,1
Death on Mars - Dr John Brandburg: https://www.youtube.com/watch?v=zd6xa5VivaE,548,2024-12-20 14:00:02,1
"Your homework today is to search: ""Solar Warden""",554,2024-11-18 16:00:02,1
"Your homework today is to search: ""The Dulce Wars""",556,2024-12-26 05:30:01,1
"Your homework today is to search: ""Operation Paperclip""",559,2024-11-11 13:30:01,1
"Your homework today is to search: ""Montauk Project""",561,2024-12-16 20:30:01,1
"Your homework today is to search: ""The Philadelphia Experiment""",562,2024-12-14 10:00:01,1
"Your homework today is to search: ""Black Knight Satellite""",563,2024-11-16 09:30:02,1
"Your homework today is to search: ""Apollo 20""",564,2024-11-11 00:30:01,1
"Your homework today is to search: ""Rendlesham Forest Incident""",566,2024-11-06 02:00:01,1
"Your homework today is to search: ""Majestic 12""",568,2024-12-12 09:00:01,1
People don't know about Phil Schneider.,569,2024-11-10 16:30:01,1
Phil Schneider. You didn't hear it from me. Look him up.,570,2024-11-15 14:00:01,1
"In the 1990s, Al Bielek, Preston Nichols, and Phil Schneider claimed that a worldwide electronic mind control agenda was in the works.",571,2024-11-26 14:30:02,1
Phil Schneider was 1 of 3 people to survive the 1979 Dulce War between large Greys and US intelligence and military forces inside the Dulce Base.,572,2024-11-08 02:30:01,1
"Phil Schneider, disturbed by what he witnessed while working in black ops, spoke publicly about an insidious Grey agenda for a NWO.",574,2024-12-03 14:30:02,1
"Some sources say the Dulce Wars involved over 100 highly-trained special forces, and consisted of multiple battles between humans and ETs.",578,2024-12-23 14:00:02,1
Dulce Base. You didn't hear it from me. Look it up.,579,2024-12-19 03:00:02,1
"The Dulce, NM underground facility is known for its horrific bio genetic experiments, hybrid breeding programs, and mind control applications.",580,2024-12-11 22:30:01,1
"Dulce, NM is surrounded on all sides by ET bases, all of which connect and are part of an overall complex nearly the size of Manhattan.",581,2024-11-27 01:30:02,1
Probing Deeper Into The Dulce Enigma: http://www.bibliotecapleyades.net/branton/esp_dulcebook21.htm,583,2024-12-24 02:30:01,1
Dulce Security Officer Speaks Out: http://www.whale.to/b/dulce_security_officer.html,585,2024-11-18 10:30:01,1
A Dulce Base Security Officer Speaks Out: https://www.youtube.com/watch?v=mBT5Sdopdig,586,2024-11-22 04:00:02,1
"Dulce Base security officer Thomas Costello leaked the ""The Dulce Papers"" to the public in the 80s. He went missing soon afterwards.",587,2024-11-15 00:30:02,1
"Thomas Castello, A Dulce Base whistleblower: https://www.youtube.com/watch?v=4gSKPz52cVw",588,2024-11-21 17:00:02,1
The average person doesn't know what Dulce Base is.,589,2024-11-10 12:30:01,1
"Area 51's nickname ""Dreamland"" was allegedly derived from an Edgar Allan Poe poem by the same name.",594,2024-12-17 13:30:02,1
Conspiracy Theory with Jesse Ventura - Area 51: https://vimeo.com/51488044,595,2024-11-23 04:00:02,1
Incredible aerial timelapse reveals how Area 51 has expanded over the last 30 years: https://www.thesun.co.uk/news/2337672/incredible-aerial-timelapse-tool-reveals-how-the-mysterious-area-51-has-expanded-over-the-last-30-years/,597,2024-11-22 18:30:01,1
"Area S4 is part of Area 51. S4 or ""section 4"" is thought to be an experimental aircraft testing facility consisting of a series of hangars.",598,2024-12-24 18:00:01,1
The perimeter of Area 51 is covered with ground sensors and listening devices to detect even the smallest intrusion.,599,2024-11-21 11:30:01,1
You don't just gain access to Area 51. There is an extremely classified process that is gone through the Air Force's high ranking Officers.,600,2024-11-28 04:30:01,1
The President can visit Area 51 as a VIP but unless he has the specific clearances there will be many areas he will not be allowed to enter.,601,2024-11-14 03:00:01,1
